ts_iso,epoch,value
2026-02-19T11:28:55,1771496935,0.000000
2026-02-19T11:28:57,1771496937,3.900000
2026-02-19T11:28:59,1771496939,4.100000
2026-02-19T11:29:01,1771496941,5.400000
2026-02-19T11:29:03,1771496943,8.700000
2026-02-19T11:29:05,1771496945,9.000000
2026-02-19T11:29:07,1771496947,3.500000
2026-02-19T11:29:09,1771496949,4.400000
2026-02-19T11:29:11,1771496951,3.600000
2026-02-19T11:29:13,1771496953,5.900000
2026-02-19T11:29:15,1771496955,5.800000
2026-02-19T11:29:17,1771496957,9.900000
2026-02-19T11:29:19,1771496959,3.200000
2026-02-19T11:29:21,1771496961,6.200000
2026-02-19T11:29:23,1771496963,7.100000
2026-02-19T11:29:26,1771496966,3.900000
2026-02-19T11:29:28,1771496968,3.100000
2026-02-19T11:29:30,1771496970,5.000000
2026-02-19T11:29:32,1771496972,4.200000
2026-02-19T11:29:34,1771496974,4.800000
2026-02-19T11:29:36,1771496976,3.800000
2026-02-19T11:29:38,1771496978,4.100000
2026-02-19T11:29:40,1771496980,3.500000
2026-02-19T11:29:42,1771496982,5.500000
2026-02-19T11:29:44,1771496984,3.700000
2026-02-19T11:29:46,1771496986,7.000000
2026-02-19T11:29:48,1771496988,5.200000
2026-02-19T11:29:50,1771496990,3.300000
2026-02-19T11:29:52,1771496992,5.100000
2026-02-19T11:29:54,1771496994,6.400000
2026-02-19T11:29:56,1771496996,4.000000
2026-02-19T11:29:58,1771496998,4.700000
2026-02-19T11:30:00,1771497000,7.100000
2026-02-19T11:30:02,1771497002,3.900000
2026-02-19T11:30:04,1771497004,6.400000
2026-02-19T11:30:04,1771497004,0.000000
2026-02-19T11:30:06,1771497006,6.500000
2026-02-19T11:30:06,1771497006,4.400000
2026-02-19T11:30:08,1771497008,3.700000
2026-02-19T11:30:08,1771497008,3.900000
2026-02-19T11:30:10,1771497010,4.100000
2026-02-19T11:30:10,1771497010,3.400000
2026-02-19T11:30:12,1771497012,5.600000
2026-02-19T11:30:12,1771497012,6.400000
2026-02-19T11:30:14,1771497014,5.200000
2026-02-19T11:30:14,1771497014,4.700000
2026-02-19T11:30:16,1771497016,5.300000
2026-02-19T11:30:16,1771497016,5.400000
2026-02-19T11:30:18,1771497018,4.700000
2026-02-19T11:30:18,1771497018,4.100000
2026-02-19T11:30:20,1771497020,3.000000
2026-02-19T11:30:20,1771497020,3.700000
2026-02-19T11:30:22,1771497022,7.000000
2026-02-19T11:30:22,1771497022,6.300000
2026-02-19T11:30:24,1771497024,2.900000
2026-02-19T11:30:24,1771497024,3.500000
2026-02-19T11:30:26,1771497026,5.500000
2026-02-19T11:30:26,1771497026,4.900000
2026-02-19T11:30:28,1771497028,5.400000
2026-02-19T11:30:28,1771497028,5.200000
2026-02-19T11:30:30,1771497030,4.200000
2026-02-19T11:30:30,1771497030,4.700000
2026-02-19T11:30:32,1771497032,6.500000
2026-02-19T11:30:32,1771497032,6.000000
2026-02-19T11:30:34,1771497034,4.600000
2026-02-19T11:30:34,1771497034,5.200000
2026-02-19T11:30:36,1771497036,8.100000
2026-02-19T11:30:36,1771497036,9.200000
2026-02-19T11:30:38,1771497038,7.100000
2026-02-19T11:30:38,1771497038,6.400000
2026-02-19T11:30:40,1771497040,4.300000
2026-02-19T11:30:40,1771497040,4.100000
2026-02-19T11:30:42,1771497042,5.600000
2026-02-19T11:30:42,1771497042,5.500000
2026-02-19T11:30:44,1771497044,6.500000
2026-02-19T11:30:44,1771497044,6.800000
2026-02-19T11:30:46,1771497046,6.100000
2026-02-19T11:30:46,1771497046,6.000000
2026-02-19T11:30:48,1771497048,7.400000
2026-02-19T11:30:48,1771497048,7.900000
2026-02-19T11:30:50,1771497050,11.400000
2026-02-19T11:30:50,1771497050,11.800000
2026-02-19T11:30:52,1771497052,9.600000
2026-02-19T11:30:52,1771497052,10.400000
2026-02-19T11:30:54,1771497054,9.100000
2026-02-19T11:30:54,1771497054,9.400000
2026-02-19T11:30:56,1771497056,11.700000
2026-02-19T11:30:56,1771497056,9.200000
2026-02-19T11:30:58,1771497058,3.200000
2026-02-19T11:30:58,1771497058,3.300000
2026-02-19T11:31:00,1771497060,5.200000
2026-02-19T11:31:00,1771497060,5.600000
2026-02-19T11:31:02,1771497062,4.400000
2026-02-19T11:31:02,1771497062,4.600000
2026-02-19T11:31:04,1771497064,3.600000
2026-02-19T11:31:04,1771497064,3.000000
2026-02-19T11:31:06,1771497066,5.200000
2026-02-19T11:31:06,1771497066,5.000000
2026-02-19T11:31:08,1771497068,4.500000
2026-02-19T11:31:08,1771497068,4.800000
2026-02-19T11:31:10,1771497070,4.500000
2026-02-19T11:31:10,1771497070,4.700000
2026-02-19T11:31:12,1771497072,4.000000
2026-02-19T11:31:12,1771497072,5.000000
2026-02-19T11:31:14,1771497074,7.500000
2026-02-19T11:31:14,1771497074,8.100000
2026-02-19T11:31:16,1771497076,10.400000
2026-02-19T11:31:16,1771497076,8.600000
2026-02-19T11:31:18,1771497078,9.800000
2026-02-19T11:31:18,1771497078,9.700000
2026-02-19T11:31:20,1771497080,5.900000
2026-02-19T11:31:20,1771497080,6.500000
2026-02-19T11:31:22,1771497082,3.800000
2026-02-19T11:31:22,1771497082,3.200000
2026-02-19T11:31:24,1771497084,3.400000
2026-02-19T11:31:24,1771497084,3.600000
2026-02-19T11:31:26,1771497086,6.200000
2026-02-19T11:31:26,1771497086,6.400000
2026-02-19T11:31:28,1771497088,4.700000
2026-02-19T11:31:28,1771497088,4.200000
2026-02-19T11:31:30,1771497090,9.500000
2026-02-19T11:31:30,1771497090,9.700000
2026-02-19T11:31:32,1771497092,7.500000
2026-02-19T11:31:32,1771497092,8.900000
2026-02-19T11:31:34,1771497094,7.000000
2026-02-19T11:31:34,1771497094,5.700000
2026-02-19T11:31:36,1771497096,4.600000
2026-02-19T11:31:36,1771497096,4.800000
2026-02-19T11:31:38,1771497098,3.600000
2026-02-19T11:31:38,1771497098,4.500000
2026-02-19T11:31:40,1771497100,5.800000
2026-02-19T11:31:40,1771497100,4.600000
2026-02-19T11:31:42,1771497102,4.400000
2026-02-19T11:31:42,1771497102,4.900000
2026-02-19T11:31:44,1771497104,3.500000
2026-02-19T11:31:44,1771497104,4.200000
2026-02-19T11:31:46,1771497106,5.100000
2026-02-19T11:31:46,1771497106,5.700000
2026-02-19T11:31:48,1771497108,6.600000
2026-02-19T11:31:48,1771497108,5.500000
2026-02-19T11:31:50,1771497110,10.500000
2026-02-19T11:31:50,1771497110,10.600000
2026-02-19T11:31:52,1771497112,5.900000
2026-02-19T11:31:52,1771497112,5.700000
2026-02-19T11:31:54,1771497114,4.800000
2026-02-19T11:31:54,1771497114,4.100000
2026-02-19T11:31:56,1771497116,4.600000
2026-02-19T11:31:56,1771497116,4.500000
2026-02-19T11:31:58,1771497118,9.100000
2026-02-19T11:31:58,1771497118,9.600000
2026-02-19T11:32:00,1771497120,3.800000
2026-02-19T11:32:00,1771497120,4.100000
2026-02-19T11:32:02,1771497122,3.700000
2026-02-19T11:32:02,1771497122,4.900000
2026-02-19T11:32:04,1771497124,9.000000
2026-02-19T11:32:04,1771497124,7.100000
2026-02-19T11:32:06,1771497126,6.500000
2026-02-19T11:32:06,1771497126,8.300000
2026-02-19T11:32:08,1771497128,7.700000
2026-02-19T11:32:09,1771497129,5.900000
2026-02-19T11:32:10,1771497130,11.600000
2026-02-19T11:32:11,1771497131,15.900000
2026-02-19T11:32:12,1771497132,17.300000
2026-02-19T11:32:13,1771497133,14.600000
2026-02-19T11:32:14,1771497134,12.000000
2026-02-19T11:32:15,1771497135,11.600000
2026-02-19T11:32:16,1771497136,8.300000
2026-02-19T11:32:17,1771497137,7.800000
2026-02-19T11:32:18,1771497138,7.700000
2026-02-19T11:32:19,1771497139,7.900000
2026-02-19T11:32:20,1771497140,8.300000
2026-02-19T11:32:21,1771497141,8.700000
2026-02-19T11:32:22,1771497142,6.200000
2026-02-19T11:32:23,1771497143,6.100000
2026-02-19T11:32:24,1771497144,8.500000
2026-02-19T11:32:25,1771497145,7.900000
2026-02-19T11:32:26,1771497146,10.200000
2026-02-19T11:32:27,1771497147,10.600000
2026-02-19T11:32:28,1771497148,11.900000
2026-02-19T11:32:29,1771497149,12.200000
2026-02-19T11:32:30,1771497150,9.600000
2026-02-19T11:32:31,1771497151,10.300000
2026-02-19T11:32:32,1771497152,12.100000
2026-02-19T11:32:33,1771497153,11.800000
2026-02-19T11:32:34,1771497154,12.900000
2026-02-19T11:32:35,1771497155,13.400000
2026-02-19T11:32:36,1771497156,12.500000
2026-02-19T11:32:37,1771497157,11.900000
2026-02-19T11:32:38,1771497158,10.000000
2026-02-19T11:32:39,1771497159,9.500000
2026-02-19T11:32:40,1771497160,10.700000
2026-02-19T11:32:41,1771497161,10.900000
2026-02-19T11:32:42,1771497162,10.300000
2026-02-19T11:32:43,1771497163,10.800000
2026-02-19T11:32:44,1771497164,14.500000
2026-02-19T11:32:45,1771497165,14.600000
2026-02-19T11:32:46,1771497166,10.800000
2026-02-19T11:32:47,1771497167,12.100000
2026-02-19T11:32:48,1771497168,17.400000
2026-02-19T11:32:49,1771497169,16.000000
2026-02-19T11:32:50,1771497170,12.700000
2026-02-19T11:32:51,1771497171,12.200000
2026-02-19T11:32:52,1771497172,12.100000
2026-02-19T11:32:53,1771497173,11.900000
2026-02-19T11:32:54,1771497174,11.100000
2026-02-19T11:32:55,1771497175,11.000000
2026-02-19T11:32:56,1771497176,9.600000
2026-02-19T11:32:57,1771497177,11.500000
2026-02-19T11:32:58,1771497178,11.300000
2026-02-19T11:32:59,1771497179,9.500000
2026-02-19T11:33:00,1771497180,12.400000
2026-02-19T11:33:01,1771497181,13.500000
2026-02-19T11:33:02,1771497182,11.300000
2026-02-19T11:33:03,1771497183,10.000000
2026-02-19T11:33:04,1771497184,9.200000
2026-02-19T11:33:05,1771497185,9.100000
2026-02-19T11:33:06,1771497186,14.500000
2026-02-19T11:33:07,1771497187,14.400000
2026-02-19T11:33:08,1771497188,10.000000
2026-02-19T11:33:09,1771497189,10.800000
2026-02-19T11:33:10,1771497190,10.900000
2026-02-19T11:33:11,1771497191,11.700000
2026-02-19T11:33:12,1771497192,13.500000
2026-02-19T11:33:13,1771497193,12.600000
2026-02-19T11:33:14,1771497194,10.400000
2026-02-19T11:33:15,1771497195,9.100000
2026-02-19T11:33:16,1771497196,6.400000
